demand,hour,schedule_date
1996,20,28-09-2022
1862,21,28-09-2022
1793,22,28-09-2022
1696,23,28-09-2022
1659,24,28-09-2022
1612,1,29-09-2022
1568,2,29-09-2022
1554,3,29-09-2022
1539,4,29-09-2022
1592,5,29-09-2022
1717,6,29-09-2022
1859,7,29-09-2022
1766,8,29-09-2022
1794,9,29-09-2022
1817,10,29-09-2022
1742,11,29-09-2022
1773,12,29-09-2022
1762,13,29-09-2022
1739,14,29-09-2022
1672,15,29-09-2022
1829,16,29-09-2022
1924,17,29-09-2022
1915,18,29-09-2022
2069,19,29-09-2022
2024,20,29-09-2022
1862,21,29-09-2022
1788,22,29-09-2022
1720,23,29-09-2022
1658,24,29-09-2022
1625,1,30-09-2022
1587,2,30-09-2022
1574,3,30-09-2022
1563,4,30-09-2022
1613,5,30-09-2022
1766,6,30-09-2022
1903,7,30-09-2022
1809,8,30-09-2022
1833,9,30-09-2022
1847,10,30-09-2022
1775,11,30-09-2022
1783,12,30-09-2022
1737,13,30-09-2022
1757,14,30-09-2022
1828,15,30-09-2022
1773,16,30-09-2022
1878,17,30-09-2022
1940,18,30-09-2022
2087,19,30-09-2022
1999,20,30-09-2022
1913,21,30-09-2022
1837,22,30-09-2022
1793,23,30-09-2022
1696,24,30-09-2022
1698,1,01-10-2022
1628,2,01-10-2022
1619,3,01-10-2022
1566,4,01-10-2022
1655,5,01-10-2022
1748,6,01-10-2022
1825,7,01-10-2022
1783,8,01-10-2022
1838,9,01-10-2022
1786,10,01-10-2022
1791,11,01-10-2022
1804,12,01-10-2022
1732,13,01-10-2022
1754,14,01-10-2022
1842,15,01-10-2022
1843,16,01-10-2022
1870,17,01-10-2022
1903,18,01-10-2022
2029,19,01-10-2022
1924,20,01-10-2022
1826,21,01-10-2022
1793,22,01-10-2022
1705,23,01-10-2022
1636,24,01-10-2022
1616,1,02-10-2022
1622,2,02-10-2022
1563,3,02-10-2022
1532,4,02-10-2022
1573,5,02-10-2022
1593,6,02-10-2022
1641,7,02-10-2022
1512,8,02-10-2022
1468,9,02-10-2022
1380,10,02-10-2022
1403,11,02-10-2022
1387,12,02-10-2022
1330,13,02-10-2022
1312,14,02-10-2022
1407,15,02-10-2022
1425,16,02-10-2022
1515,17,02-10-2022
1505,18,02-10-2022
1709,19,02-10-2022
1631,20,02-10-2022
1582,21,02-10-2022
1534,22,02-10-2022
1515,23,02-10-2022
1483,24,02-10-2022
1412,1,03-10-2022
1390,2,03-10-2022
1370,3,03-10-2022
1347,4,03-10-2022
1435,5,03-10-2022
1582,6,03-10-2022
1759,7,03-10-2022
1761,8,03-10-2022
1783,9,03-10-2022
1824,10,03-10-2022
1830,11,03-10-2022
1787,12,03-10-2022
1741,13,03-10-2022
1770,14,03-10-2022
1879,15,03-10-2022
1886,16,03-10-2022
1965,17,03-10-2022
1955,18,03-10-2022
2092,19,03-10-2022
1949,20,03-10-2022
1994,21,03-10-2022
1856,22,03-10-2022
1813,23,03-10-2022
1695,24,03-10-2022
1661,1,04-10-2022
1599,2,04-10-2022
1606,3,04-10-2022
1600,4,04-10-2022
1650,5,04-10-2022
1735,6,04-10-2022
1890,7,04-10-2022
1837,8,04-10-2022
1835,9,04-10-2022
1804,10,04-10-2022
1777,11,04-10-2022
1789,12,04-10-2022
1792,13,04-10-2022
1789,14,04-10-2022
1853,15,04-10-2022
1878,16,04-10-2022
1906,17,04-10-2022
1917,18,04-10-2022
2054,19,04-10-2022
1975,20,04-10-2022
1910,21,04-10-2022
1871,22,04-10-2022
1835,23,04-10-2022
1781,24,04-10-2022
1713,1,05-10-2022
1679,2,05-10-2022
1635,3,05-10-2022
1604,4,05-10-2022
1628,5,05-10-2022
1671,6,05-10-2022
1691,7,05-10-2022
1730,8,05-10-2022
1697,9,05-10-2022
1644,10,05-10-2022
1541,11,05-10-2022
1507,12,05-10-2022
1517,13,05-10-2022
1489,14,05-10-2022
1503,15,05-10-2022
1548,16,05-10-2022
1565,17,05-10-2022
1571,18,05-10-2022
1699,19,05-10-2022
1632,20,05-10-2022
1614,21,05-10-2022
1565,22,05-10-2022
1431,23,05-10-2022
1184,24,05-10-2022
1265,1,06-10-2022
1288,2,06-10-2022
1278,3,06-10-2022
1304,4,06-10-2022
1313,5,06-10-2022
1431,6,06-10-2022
1638,7,06-10-2022
1666,8,06-10-2022
1684,9,06-10-2022
1664,10,06-10-2022
1676,11,06-10-2022
1613,12,06-10-2022
1627,13,06-10-2022
1604,14,06-10-2022
1714,15,06-10-2022
1782,16,06-10-2022
1800,17,06-10-2022
1983,18,06-10-2022
2015,19,06-10-2022
1853,20,06-10-2022
1788,21,06-10-2022
1684,22,06-10-2022
1581,23,06-10-2022
1589,24,06-10-2022
1452,1,07-10-2022
1411,2,07-10-2022
1398,3,07-10-2022
1375,4,07-10-2022
1412,5,07-10-2022
1467,6,07-10-2022
1720,7,07-10-2022
1737,8,07-10-2022
1771,9,07-10-2022
1833,10,07-10-2022
1734,11,07-10-2022
1733,12,07-10-2022
1670,13,07-10-2022
1667,14,07-10-2022
1708,15,07-10-2022
1714,16,07-10-2022
1797,17,07-10-2022
1835,18,07-10-2022
1869,19,07-10-2022
1770,20,07-10-2022
1642,21,07-10-2022
1575,22,07-10-2022
1542,23,07-10-2022
1469,24,07-10-2022
1405,1,08-10-2022
1400,2,08-10-2022
1373,3,08-10-2022
1348,4,08-10-2022
1389,5,08-10-2022
1508,6,08-10-2022
1701,7,08-10-2022
1778,8,08-10-2022
1787,9,08-10-2022
1785,10,08-10-2022
1691,11,08-10-2022
1693,12,08-10-2022
1639,13,08-10-2022
1605,14,08-10-2022
1595,15,08-10-2022
1626,16,08-10-2022
1642,17,08-10-2022
1858,18,08-10-2022
1802,19,08-10-2022
1686,20,08-10-2022
1595,21,08-10-2022
1502,22,08-10-2022
1440,23,08-10-2022
1367,24,08-10-2022
1314,1,09-10-2022
1330,2,09-10-2022
1262,3,09-10-2022
1319,4,09-10-2022
1274,5,09-10-2022
1357,6,09-10-2022
1469,7,09-10-2022
1539,8,09-10-2022
1568,9,09-10-2022
1547,10,09-10-2022
1452,11,09-10-2022
1456,12,09-10-2022
1299,13,09-10-2022
1293,14,09-10-2022
1348,15,09-10-2022
1350,16,09-10-2022
1462,17,09-10-2022
1431,18,09-10-2022
1559,19,09-10-2022
1471,20,09-10-2022
1391,21,09-10-2022
1335,22,09-10-2022
1273,23,09-10-2022
1209,24,09-10-2022
1191,1,10-10-2022
1153,2,10-10-2022
1140,3,10-10-2022
1116,4,10-10-2022
1202,5,10-10-2022
1321,6,10-10-2022
1611,7,10-10-2022
1670,8,10-10-2022
1676,9,10-10-2022
1701,10,10-10-2022
1613,11,10-10-2022
1530,12,10-10-2022
1476,13,10-10-2022
1436,14,10-10-2022
1488,15,10-10-2022
1614,16,10-10-2022
1642,17,10-10-2022
1713,18,10-10-2022
1845,19,10-10-2022
1703,20,10-10-2022
1620,21,10-10-2022
1492,22,10-10-2022
1425,23,10-10-2022
1356,24,10-10-2022
1300,1,11-10-2022
1289,2,11-10-2022
1272,3,11-10-2022
1296,4,11-10-2022
1367,5,11-10-2022
1471,6,11-10-2022
1797,7,11-10-2022
1772,8,11-10-2022
1741,9,11-10-2022
1650,10,11-10-2022
1611,11,11-10-2022
1561,12,11-10-2022
1486,13,11-10-2022
1488,14,11-10-2022
1499,15,11-10-2022
1547,16,11-10-2022
1724,17,11-10-2022
1819,18,11-10-2022
1833,19,11-10-2022
1760,20,11-10-2022
1636,21,11-10-2022
1538,22,11-10-2022
1490,23,11-10-2022
1435,24,11-10-2022
1341,1,12-10-2022
1326,2,12-10-2022
1336,3,12-10-2022
1325,4,12-10-2022
1429,5,12-10-2022
1578,6,12-10-2022
1803,7,12-10-2022
1749,8,12-10-2022
1725,9,12-10-2022
1602,10,12-10-2022
1572,11,12-10-2022
1484,12,12-10-2022
1416,13,12-10-2022
1485,14,12-10-2022
1534,15,12-10-2022
1610,16,12-10-2022
1663,17,12-10-2022
1776,18,12-10-2022
1965,19,12-10-2022
1769,20,12-10-2022
1728,21,12-10-2022
1632,22,12-10-2022
1541,23,12-10-2022
1477,24,12-10-2022
1394,1,13-10-2022
1388,2,13-10-2022
1379,3,13-10-2022
1373,4,13-10-2022
1417,5,13-10-2022
1590,6,13-10-2022
1797,7,13-10-2022
1749,8,13-10-2022
1737,9,13-10-2022
1706,10,13-10-2022
1572,11,13-10-2022
1531,12,13-10-2022
1497,13,13-10-2022
1519,14,13-10-2022
1573,15,13-10-2022
1658,16,13-10-2022
1745,17,13-10-2022
1856,18,13-10-2022
1852,19,13-10-2022
1706,20,13-10-2022
1570,21,13-10-2022
1509,22,13-10-2022
1469,23,13-10-2022
1425,24,13-10-2022
1369,1,14-10-2022
1329,2,14-10-2022
1309,3,14-10-2022
1312,4,14-10-2022
1373,5,14-10-2022
1556,6,14-10-2022
1819,7,14-10-2022
1729,8,14-10-2022
1737,9,14-10-2022
1698,10,14-10-2022
1567,11,14-10-2022
1555,12,14-10-2022
1449,13,14-10-2022
1435,14,14-10-2022
1450,15,14-10-2022
1557,16,14-10-2022
1794,17,14-10-2022
1856,18,14-10-2022
1874,19,14-10-2022
1769,20,14-10-2022
1731,21,14-10-2022
1580,22,14-10-2022
1540,23,14-10-2022
1473,24,14-10-2022
1430,1,15-10-2022
1394,2,15-10-2022
1366,3,15-10-2022
1377,4,15-10-2022
1420,5,15-10-2022
1627,6,15-10-2022
1852,7,15-10-2022
1731,8,15-10-2022
1641,9,15-10-2022
1564,10,15-10-2022
1418,11,15-10-2022
1319,12,15-10-2022
1338,13,15-10-2022
1374,14,15-10-2022
1462,15,15-10-2022
1555,16,15-10-2022
1715,17,15-10-2022
1759,18,15-10-2022
1891,19,15-10-2022
1753,20,15-10-2022
1703,21,15-10-2022
1625,22,15-10-2022
1608,23,15-10-2022
1485,24,15-10-2022
1373,1,16-10-2022
1363,2,16-10-2022
1354.5,3,16-10-2022
1336.5,4,16-10-2022
1409,5,16-10-2022
1543,6,16-10-2022
1752,7,16-10-2022
1763.5,8,16-10-2022
1756,9,16-10-2022
1693.5,10,16-10-2022
1631.5,11,16-10-2022
1588.5,12,16-10-2022
1527.5,13,16-10-2022
1545,14,16-10-2022
1564.5,15,16-10-2022
1618,16,16-10-2022
1652.5,17,16-10-2022
1817,18,16-10-2022
1883.5,19,16-10-2022
1727.5,20,16-10-2022
1661.5,21,16-10-2022
1567,22,16-10-2022
1490.5,23,16-10-2022
1422,24,16-10-2022
1340,1,17-10-2022
1308,2,17-10-2022
1286,3,17-10-2022
1292,4,17-10-2022
1376,5,17-10-2022
1659,6,17-10-2022
1869,7,17-10-2022
1809,8,17-10-2022
1775,9,17-10-2022
1694,10,17-10-2022
1578,11,17-10-2022
1540,12,17-10-2022
1503,13,17-10-2022
1443,14,17-10-2022
1572,15,17-10-2022
1673,16,17-10-2022
1724,17,17-10-2022
1917,18,17-10-2022
1983,19,17-10-2022
1826,20,17-10-2022
1717,21,17-10-2022
1608,22,17-10-2022
1535,23,17-10-2022
1489,24,17-10-2022
1439,1,18-10-2022
1396,2,18-10-2022
1401,3,18-10-2022
1408,4,18-10-2022
1438,5,18-10-2022
1619,6,18-10-2022
1921,7,18-10-2022
1818,8,18-10-2022
1720,9,18-10-2022
1561,10,18-10-2022
1539,11,18-10-2022
1479,12,18-10-2022
1488,13,18-10-2022
1463,14,18-10-2022
1545,15,18-10-2022
1575,16,18-10-2022
1711,17,18-10-2022
1876,18,18-10-2022
1914,19,18-10-2022
1776,20,18-10-2022
1681,21,18-10-2022
1548,22,18-10-2022
1490,23,18-10-2022
1456,24,18-10-2022
1398,1,19-10-2022
1374,2,19-10-2022
1372,3,19-10-2022
1377,4,19-10-2022
1427,5,19-10-2022
1688,6,19-10-2022
1866,7,19-10-2022
1793,8,19-10-2022
1689,9,19-10-2022
1637,10,19-10-2022
1590,11,19-10-2022
1526,12,19-10-2022
1537,13,19-10-2022
1527,14,19-10-2022
1621,15,19-10-2022
1579,16,19-10-2022
1680,17,19-10-2022
1893,18,19-10-2022
1884,19,19-10-2022
1801,20,19-10-2022
1682,21,19-10-2022
1565,22,19-10-2022
1542,23,19-10-2022
1454,24,19-10-2022
1409,1,20-10-2022
1375,2,20-10-2022
1361,3,20-10-2022
1358,4,20-10-2022
1426,5,20-10-2022
1704,6,20-10-2022
1909,7,20-10-2022
1824,8,20-10-2022
1734,9,20-10-2022
1651,10,20-10-2022
1601,11,20-10-2022
1574,12,20-10-2022
1484,13,20-10-2022
1503,14,20-10-2022
1549,15,20-10-2022
1601,16,20-10-2022
1744,17,20-10-2022
1924,18,20-10-2022
1878,19,20-10-2022
1696,20,20-10-2022
1627,21,20-10-2022
1519,22,20-10-2022
1447,23,20-10-2022
1435,24,20-10-2022
1367,1,21-10-2022
1326,2,21-10-2022
1315,3,21-10-2022
1318,4,21-10-2022
1409,5,21-10-2022
1685,6,21-10-2022
1895,7,21-10-2022
1797,8,21-10-2022
1770,9,21-10-2022
1666,10,21-10-2022
1628,11,21-10-2022
1590,12,21-10-2022
1536,13,21-10-2022
1515,14,21-10-2022
1579,15,21-10-2022
1574,16,21-10-2022
1643,17,21-10-2022
1899,18,21-10-2022
1885,19,21-10-2022
1717,20,21-10-2022
1642,21,21-10-2022
1538,22,21-10-2022
1459,23,21-10-2022
1429,24,21-10-2022
1345,1,22-10-2022
1339,2,22-10-2022
1359,3,22-10-2022
1357,4,22-10-2022
1433,5,22-10-2022
1639,6,22-10-2022
1730,7,22-10-2022
1846,8,22-10-2022
1791,9,22-10-2022
1713,10,22-10-2022
1621,11,22-10-2022
1591,12,22-10-2022
1537,13,22-10-2022
1458,14,22-10-2022
1462,15,22-10-2022
1522,16,22-10-2022
1630,17,22-10-2022
1835,18,22-10-2022
1818,19,22-10-2022
1687,20,22-10-2022
1626,21,22-10-2022
1514,22,22-10-2022
1428,23,22-10-2022
1386,24,22-10-2022
1285,1,23-10-2022
1280,2,23-10-2022
1312,3,23-10-2022
1267,4,23-10-2022
1302,5,23-10-2022
1485,6,23-10-2022
1620,7,23-10-2022
1595,8,23-10-2022
1573,9,23-10-2022
1442,10,23-10-2022
1342,11,23-10-2022
1259,12,23-10-2022
1212,13,23-10-2022
1159,14,23-10-2022
1171,15,23-10-2022
1172,16,23-10-2022
1272,17,23-10-2022
1576,18,23-10-2022
1640,19,23-10-2022
1530,20,23-10-2022
1446,21,23-10-2022
1355,22,23-10-2022
1240,23,23-10-2022
1191,24,23-10-2022
1105,1,24-10-2022
1107,2,24-10-2022
1097,3,24-10-2022
1111,4,24-10-2022
1137,5,24-10-2022
1293,6,24-10-2022
1463,7,24-10-2022
1411,8,24-10-2022
1300,9,24-10-2022
1207,10,24-10-2022
1090,11,24-10-2022
1046,12,24-10-2022
978,13,24-10-2022
635,14,24-10-2022
834,15,24-10-2022
902,16,24-10-2022
995,17,24-10-2022
1320,18,24-10-2022
1328,19,24-10-2022
1217,20,24-10-2022
1140,21,24-10-2022
1064,22,24-10-2022
1001,23,24-10-2022
886,24,24-10-2022
856,1,25-10-2022
819,2,25-10-2022
798,3,25-10-2022
797,4,25-10-2022
851,5,25-10-2022
1011,6,25-10-2022
1173,7,25-10-2022
1207,8,25-10-2022
1158,9,25-10-2022
1104,10,25-10-2022
1014,11,25-10-2022
1028,12,25-10-2022
986,13,25-10-2022
934,14,25-10-2022
986,15,25-10-2022
988,16,25-10-2022
1164,17,25-10-2022
1518,18,25-10-2022
1463,19,25-10-2022
1329,20,25-10-2022
1242,21,25-10-2022
1117,22,25-10-2022
1058,23,25-10-2022
960,24,25-10-2022
924,1,26-10-2022
913,2,26-10-2022
908,3,26-10-2022
899,4,26-10-2022
994,5,26-10-2022
1261,6,26-10-2022
1440,7,26-10-2022
1431,8,26-10-2022
1381,9,26-10-2022
1261,10,26-10-2022
1186,11,26-10-2022
1102,12,26-10-2022
1041,13,26-10-2022
1013,14,26-10-2022
1037,15,26-10-2022
1050,16,26-10-2022
1224,17,26-10-2022
1501,18,26-10-2022
1505,19,26-10-2022
1393,20,26-10-2022
1292,21,26-10-2022
1210,22,26-10-2022
1171,23,26-10-2022
1137,24,26-10-2022
1034,1,27-10-2022
1063,2,27-10-2022
1043,3,27-10-2022
1051,4,27-10-2022
1130,5,27-10-2022
1558,6,27-10-2022
1579,7,27-10-2022
1645,8,27-10-2022
1593,9,27-10-2022
1525,10,27-10-2022
1405,11,27-10-2022
1355,12,27-10-2022
1247,13,27-10-2022
1221,14,27-10-2022
1245,15,27-10-2022
1410,16,27-10-2022
1454,17,27-10-2022
1714,18,27-10-2022
1643,19,27-10-2022
1527,20,27-10-2022
1385,21,27-10-2022
1292,22,27-10-2022
1231,23,27-10-2022
1168,24,27-10-2022
1142,1,28-10-2022
1137,2,28-10-2022
1129,3,28-10-2022
1149,4,28-10-2022
1249,5,28-10-2022
1483,6,28-10-2022
1676,7,28-10-2022
1655,8,28-10-2022
1653,9,28-10-2022
1561,10,28-10-2022
1509,11,28-10-2022
1478,12,28-10-2022
1419,13,28-10-2022
1378,14,28-10-2022
1426,15,28-10-2022
1486,16,28-10-2022
1532,17,28-10-2022
1782,18,28-10-2022
1781,19,28-10-2022
1620,20,28-10-2022
1507,21,28-10-2022
1410,22,28-10-2022
1321,23,28-10-2022
1263,24,28-10-2022
1232,1,29-10-2022
1239,2,29-10-2022
1227,3,29-10-2022
1266,4,29-10-2022
1317,5,29-10-2022
1576,6,29-10-2022
1780,7,29-10-2022
1716,8,29-10-2022
1753,9,29-10-2022
1658,10,29-10-2022
1598,11,29-10-2022
1532,12,29-10-2022
1457,13,29-10-2022
1427,14,29-10-2022
1473,15,29-10-2022
1507,16,29-10-2022
1569,17,29-10-2022
1898,18,29-10-2022
1842,19,29-10-2022
1650,20,29-10-2022
1509,21,29-10-2022
1403,22,29-10-2022
1369,23,29-10-2022
1325,24,29-10-2022
1228,1,30-10-2022
1206,2,30-10-2022
1212,3,30-10-2022
1237,4,30-10-2022
1311,5,30-10-2022
1494,6,30-10-2022
1701,7,30-10-2022
1704,8,30-10-2022
1673,9,30-10-2022
1574,10,30-10-2022
1510,11,30-10-2022
1488,12,30-10-2022
1399,13,30-10-2022
1310,14,30-10-2022
1329,15,30-10-2022
1412,16,30-10-2022
1434,17,30-10-2022
1744,18,30-10-2022
1658,19,30-10-2022
1524,20,30-10-2022
1402,21,30-10-2022
1284,22,30-10-2022
1271,23,30-10-2022
1206,24,30-10-2022
1171,1,31-10-2022
1153,2,31-10-2022
1145,3,31-10-2022
1167,4,31-10-2022
1240,5,31-10-2022
1531,6,31-10-2022
1785,7,31-10-2022
1749,8,31-10-2022
1709,9,31-10-2022
1573,10,31-10-2022
1519,11,31-10-2022
1453,12,31-10-2022
1404,13,31-10-2022
1385,14,31-10-2022
1455,15,31-10-2022
1515,16,31-10-2022
1584,17,31-10-2022
1834,18,31-10-2022
1808,19,31-10-2022
1628,20,31-10-2022
1498,21,31-10-2022
1396,22,31-10-2022
1279,23,31-10-2022
1187,24,31-10-2022
1194,1,01-11-2022
1202,2,01-11-2022
1189,3,01-11-2022
1199,4,01-11-2022
1297,5,01-11-2022
1558,6,01-11-2022
1836,7,01-11-2022
1699,8,01-11-2022
1682,9,01-11-2022
1661,10,01-11-2022
1551,11,01-11-2022
1533,12,01-11-2022
1442,13,01-11-2022
1409,14,01-11-2022
1482,15,01-11-2022
1538,16,01-11-2022
1608,17,01-11-2022
1879,18,01-11-2022
1779,19,01-11-2022
1618,20,01-11-2022
1524,21,01-11-2022
1429,22,01-11-2022
1308,23,01-11-2022
1290,24,01-11-2022
1270,1,02-11-2022
1263,2,02-11-2022
1290,3,02-11-2022
1234,4,02-11-2022
1347,5,02-11-2022
1624,6,02-11-2022
1889,7,02-11-2022
1810,8,02-11-2022
1764,9,02-11-2022
1671,10,02-11-2022
1560,11,02-11-2022
1530,12,02-11-2022
1468,13,02-11-2022
1426,14,02-11-2022
1490,15,02-11-2022
1552,16,02-11-2022
1677,17,02-11-2022
1750,18,02-11-2022
1735,19,02-11-2022
1633,20,02-11-2022
1523,21,02-11-2022
1417,22,02-11-2022
1385,23,02-11-2022
1348,24,02-11-2022
1314,1,03-11-2022
1245,2,03-11-2022
1293,3,03-11-2022
1287,4,03-11-2022
1370,5,03-11-2022
1654,6,03-11-2022
1891,7,03-11-2022
1722,8,03-11-2022
1752,9,03-11-2022
1602,10,03-11-2022
1519,11,03-11-2022
1438,12,03-11-2022
1370,13,03-11-2022
1390,14,03-11-2022
1474,15,03-11-2022
1534,16,03-11-2022
1646,17,03-11-2022
1860,18,03-11-2022
1786,19,03-11-2022
1619,20,03-11-2022
1540,21,03-11-2022
1461,22,03-11-2022
1434,23,03-11-2022
1311,24,03-11-2022
1261,1,04-11-2022
1294,2,04-11-2022
1248,3,04-11-2022
1254,4,04-11-2022
1356,5,04-11-2022
1649,6,04-11-2022
1785,7,04-11-2022
1767,8,04-11-2022
1885,9,04-11-2022
1817,10,04-11-2022
1698,11,04-11-2022
1603,12,04-11-2022
1536,13,04-11-2022
1487,14,04-11-2022
1502,15,04-11-2022
1541,16,04-11-2022
1733,17,04-11-2022
1809,18,04-11-2022
1850,19,04-11-2022
1618,20,04-11-2022
1535,21,04-11-2022
1428,22,04-11-2022
1377,23,04-11-2022
1306,24,04-11-2022
1168,1,05-11-2022
1169.5,2,05-11-2022
1159,3,05-11-2022
1174,4,05-11-2022
1273,5,05-11-2022
1520.5,6,05-11-2022
1756,7,05-11-2022
1677,8,05-11-2022
1667.5,9,05-11-2022
1611,10,05-11-2022
1530,11,05-11-2022
1505.5,12,05-11-2022
1430.5,13,05-11-2022
1393.5,14,05-11-2022
1454,15,05-11-2022
1512,16,05-11-2022
1570,17,05-11-2022
1830.5,18,05-11-2022
1780,19,05-11-2022
1619,20,05-11-2022
1515.5,21,05-11-2022
1419.5,22,05-11-2022
1314.5,23,05-11-2022
1276.5,24,05-11-2022
1303,1,06-11-2022
1286,2,06-11-2022
1267,3,06-11-2022
1291,4,06-11-2022
1352,5,06-11-2022
1574,6,06-11-2022
1739,7,06-11-2022
1728,8,06-11-2022
1692,9,06-11-2022
1540,10,06-11-2022
1423,11,06-11-2022
1380,12,06-11-2022
1304,13,06-11-2022
1211,14,06-11-2022
1240,15,06-11-2022
1352,16,06-11-2022
1408,17,06-11-2022
1679,18,06-11-2022
1593,19,06-11-2022
1475,20,06-11-2022
1393,21,06-11-2022
1295,22,06-11-2022
1251,23,06-11-2022
1171,24,06-11-2022
1120,1,07-11-2022
1105,2,07-11-2022
1137,3,07-11-2022
1186,4,07-11-2022
1269,5,07-11-2022
1576,6,07-11-2022
1862,7,07-11-2022
1781,8,07-11-2022
1803,9,07-11-2022
1684,10,07-11-2022
1580,11,07-11-2022
1550,12,07-11-2022
1455,13,07-11-2022
1428,14,07-11-2022
1463,15,07-11-2022
1520,16,07-11-2022
1656,17,07-11-2022
1897,18,07-11-2022
1768,19,07-11-2022
1638,20,07-11-2022
1559,21,07-11-2022
1373,22,07-11-2022
1336,23,07-11-2022
1297,24,07-11-2022
1295,1,08-11-2022
1269,2,08-11-2022
1220,3,08-11-2022
1259,4,08-11-2022
1358,5,08-11-2022
1602,6,08-11-2022
1800,7,08-11-2022
1872,8,08-11-2022
1813,9,08-11-2022
1731,10,08-11-2022
1630,11,08-11-2022
1553,12,08-11-2022
1460,13,08-11-2022
1434,14,08-11-2022
1503,15,08-11-2022
1569,16,08-11-2022
1616,17,08-11-2022
1808,18,08-11-2022
1784,19,08-11-2022
1621,20,08-11-2022
1516,21,08-11-2022
1415,22,08-11-2022
1343,23,08-11-2022
1309,24,08-11-2022
1292,1,09-11-2022
1267,2,09-11-2022
1248,3,09-11-2022
1249,4,09-11-2022
1332,5,09-11-2022
1632,6,09-11-2022
1884,7,09-11-2022
1834,8,09-11-2022
1798,9,09-11-2022
1709,10,09-11-2022
1554,11,09-11-2022
1596,12,09-11-2022
1510,13,09-11-2022
1508,14,09-11-2022
1495,15,09-11-2022
1510,16,09-11-2022
1663,17,09-11-2022
1798,18,09-11-2022
1801,19,09-11-2022
1654,20,09-11-2022
1549,21,09-11-2022
1437,22,09-11-2022
1381,23,09-11-2022
1278,24,09-11-2022
1273,1,10-11-2022
1246,2,10-11-2022
1252,3,10-11-2022
1275,4,10-11-2022
1369,5,10-11-2022
1722,6,10-11-2022
1950,7,10-11-2022
1887,8,10-11-2022
1819,9,10-11-2022
1714,10,10-11-2022
1633,11,10-11-2022
1528,12,10-11-2022
1494,13,10-11-2022
1464,14,10-11-2022
1523,15,10-11-2022
1570,16,10-11-2022
1677,17,10-11-2022
1745,18,10-11-2022
1752,19,10-11-2022
1678,20,10-11-2022
1530,21,10-11-2022
1424,22,10-11-2022
1383,23,10-11-2022
1291,24,10-11-2022
1235,1,11-11-2022
1236,2,11-11-2022
1231,3,11-11-2022
1233,4,11-11-2022
1345,5,11-11-2022
1626,6,11-11-2022
1942,7,11-11-2022
1858,8,11-11-2022
1822,9,11-11-2022
1743,10,11-11-2022
1632,11,11-11-2022
1519,12,11-11-2022
1418,13,11-11-2022
1374,14,11-11-2022
1430,15,11-11-2022
1562,16,11-11-2022
1704,17,11-11-2022
1764,18,11-11-2022
1822,19,11-11-2022
1748,20,11-11-2022
1559,21,11-11-2022
1415,22,11-11-2022
1355,23,11-11-2022
1307,24,11-11-2022
1274,1,12-11-2022
1224,2,12-11-2022
1224,3,12-11-2022
1218,4,12-11-2022
1315,5,12-11-2022
1624,6,12-11-2022
1899,7,12-11-2022
1864,8,12-11-2022
1743,9,12-11-2022
1695,10,12-11-2022
1522,11,12-11-2022
1465,12,12-11-2022
1385,13,12-11-2022
1292,14,12-11-2022
1369,15,12-11-2022
1526,16,12-11-2022
1630,17,12-11-2022
1759,18,12-11-2022
1774,19,12-11-2022
1645,20,12-11-2022
1514,21,12-11-2022
1420,22,12-11-2022
1336,23,12-11-2022
1314,24,12-11-2022
1256,1,13-11-2022
1206,2,13-11-2022
1203,3,13-11-2022
1274,4,13-11-2022
1314,5,13-11-2022
1529,6,13-11-2022
1752,7,13-11-2022
1810,8,13-11-2022
1705,9,13-11-2022
1575,10,13-11-2022
1499,11,13-11-2022
1414,12,13-11-2022
1332,13,13-11-2022
1190,14,13-11-2022
1235,15,13-11-2022
1284,16,13-11-2022
1407,17,13-11-2022
1686,18,13-11-2022
1596,19,13-11-2022
1464,20,13-11-2022
1344,21,13-11-2022
1254,22,13-11-2022
1196,23,13-11-2022
1112,24,13-11-2022
1105,1,14-11-2022
1106,2,14-11-2022
1076,3,14-11-2022
1113,4,14-11-2022
1238,5,14-11-2022
1580,6,14-11-2022
1891,7,14-11-2022
1919,8,14-11-2022
1847,9,14-11-2022
1753,10,14-11-2022
1624,11,14-11-2022
1557,12,14-11-2022
1430,13,14-11-2022
1440,14,14-11-2022
1526,15,14-11-2022
1559,16,14-11-2022
1625,17,14-11-2022
1817,18,14-11-2022
1768,19,14-11-2022
1563,20,14-11-2022
1476,21,14-11-2022
1344,22,14-11-2022
1308,23,14-11-2022
1245,24,14-11-2022
1200,1,15-11-2022
1197,2,15-11-2022
1190,3,15-11-2022
1181,4,15-11-2022
1307,5,15-11-2022
1550,6,15-11-2022
1934,7,15-11-2022
1940,8,15-11-2022
1857,9,15-11-2022
1717,10,15-11-2022
1619,11,15-11-2022
1507,12,15-11-2022
1433,13,15-11-2022
1387,14,15-11-2022
1417,15,15-11-2022
1562,16,15-11-2022
1635,17,15-11-2022
1821,18,15-11-2022
1784,19,15-11-2022
1658,20,15-11-2022
1552,21,15-11-2022
1424,22,15-11-2022
1363,23,15-11-2022
1317,24,15-11-2022
1223,1,16-11-2022
1217,2,16-11-2022
1223,3,16-11-2022
1248,4,16-11-2022
1358,5,16-11-2022
1656,6,16-11-2022
